State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
NJ,140,787,163-9325,no,no,0,6.713055412573663,3,6.186974693765913,7.449683324994464,3,5.730488219179493,5.671630784296852,200,4.383926296435865,3.4724162098793254,3,8.167208282015707,4,True.
NH,111,787,718-5762,no,no,0,2.962124288491413,2,1.7434397989452486,4.3793406011270415,3,1.7226872156421944,3.741108352274336,200,1.1832772077169622,6.006137323455574,3,9.748200170723496,2,False.
SD,140,836,351-5993,no,no,0,1.5811272910168768,8,3.7583067678833713,7.377590521378837,7,1.3288268781037518,0.9399315726440474,300,4.522661380541651,6.938571100449383,2,4.6004733136015465,4,False.
GA,135,716,883-6116,no,no,0,5.046705635630536,5,1.1206562155707318,3.2333530601557445,6,1.1892896795774073,3.739807114522221,250,0.532614718491633,5.076942537501695,3,7.710141780955775,2,False.
TN,118,847,251-3733,no,yes,100,9.75364115707104,2,11.174936393513242,7.527515650653941,6,5.803112658761524,2.105801500398978,250,6.365127401139443,4.994269760593506,5,3.7511189267417326,6,True.
WV,166,878,189-9333,yes,no,0,4.933427766464488,4,3.4302828259368194,3.789195357488642,0,6.844670826527677,5.064949483114438,100,4.6010026819046494,5.330832199366378,2,8.30079058306372,4,True.
SD,129,836,160-4257,yes,no,0,6.7947025505028105,5,6.166148549630357,7.179602865909205,3,5.699172977318893,3.786151238774065,350,5.427982818943022,4.792410651001732,7,3.0160884748542065,7,False.
AK,107,657,738-3093,no,no,0,4.606272182601586,2,3.842523124201597,3.3745212771984443,0,5.608192364500284,3.253232602261856,250,6.049531438391943,6.722987681895516,5,2.8318517504177034,7,False.
WA,80,876,451-3558,yes,no,0,7.484382293806162,4,8.48471159191715,6.796247060518669,5,6.221035315526317,4.266963582849638,200,3.8683817741690345,5.290138313471406,4,8.864409056472534,3,True.
SD,110,836,844-3453,yes,no,0,0.9012454169839854,5,2.948380430032162,4.149020974422747,7,2.434374007345432,3.9167988676947134,350,2.974711549264321,4.9567631662391705,5,3.6372911291882657,4,False.
MI,144,777,392-4827,yes,yes,900,0.4002096324278756,3,1.5626009445542288,2.493398247885338,1,5.076349411947148,2.1011523001606625,300,3.1186237991211714,5.492713486219811,8,2.9776410778079727,7,False.
MS,120,778,514-8000,yes,yes,400,1.027106872415287,8,3.4791626861744542,1.893826275396268,8,4.583452729710832,3.590376028052277,400,3.4106966652062622,4.169505941509917,8,0.1614163688601344,4,False.
PA,10,806,287-7503,yes,no,0,9.218921965035417,3,7.00125888314788,8.032982904760672,2,5.98429881872144,3.5234222614939865,250,7.581746990483626,4.178543424638633,6,2.8837366744027517,7,True.
GA,199,716,258-6723,yes,yes,500,1.971610125333179,4,4.6737833406592,3.333284874131041,5,3.246803706188426,3.166990788501389,300,3.9476655895944353,4.507700271922396,8,1.2226335357989009,6,False.
KY,24,758,349-3516,yes,no,0,10.311418270901056,7,7.504312601076133,5.228084240924392,6,7.915728123649236,5.46486925773248,50,5.223165635605264,5.790633871409267,6,6.213075312103887,2,True.
IL,101,737,132-4467,yes,yes,200,6.740864639800707,4,5.639796037057502,5.6110713791329365,5,3.804590495801802,5.083805108336926,200,6.582944838223449,4.66322838095341,8,0.3172985144344356,6,True.
HI,121,727,971-3587,yes,no,0,7.23203135765498,2,4.067492259583519,8.599432986024576,3,6.201803794798544,2.0453764218671626,250,7.017011800046211,5.723951494567604,6,4.707890449241532,7,True.
WY,61,878,603-3352,no,no,0,2.53980877809367,3,4.065633922827181,5.318229092704019,2,3.6490169577489535,3.5403420171953064,300,4.194120654771312,6.270605548364991,6,3.8919967224235794,6,False.
NE,165,786,839-8559,no,no,0,13.107513522948338,3,8.95040309265847,7.128330808041529,1,9.15661949939117,3.747842976185972,150,7.274623719782251,4.336687944809357,5,4.685768493513214,6,True.
KY,41,758,509-3301,no,no,0,12.752871343995544,4,7.686908876804025,5.583948721274501,2,9.595911107451869,4.536555855654518,50,6.675655630026588,3.553235627783127,5,6.883714989394255,3,True.
NJ,34,787,647-1304,no,yes,400,3.468541414364945,3,6.710424166817429,4.27739315377923,8,2.801467875953489,5.269427080405865,300,4.274604067062639,5.8553167904375565,5,2.464976558993723,5,False.
OR,131,798,321-9470,no,no,0,2.1446714382768963,2,3.4234571903356072,3.241615508830032,7,1.1201407966570711,4.733101399743347,250,2.104613050691457,6.198122683869465,3,6.982696258922208,2,False.
DC,64,686,456-9617,no,yes,700,0.910802155058284,3,5.73113399874477,6.928094295849656,7,0.8559272998961678,4.393029078384945,450,1.054837846490385,4.079640467825741,5,7.007229588880538,4,False.
ID,79,736,694-1460,yes,yes,200,12.087906848070505,4,9.11259060384663,6.593500863788036,6,7.340174541807808,5.169107974063263,150,5.831028679350788,5.065650705346514,8,5.5377331509490535,2,True.
NH,8,787,320-4908,no,no,0,8.8969721970809,3,6.891236878569238,7.033277015734471,1,6.305823159911792,4.104592694239315,250,7.384827813285746,5.140878036528175,4,4.571481317735024,7,False.
DC,188,686,389-6065,yes,yes,500,2.480643857931504,4,3.537586387606332,3.733355616351664,2,4.43047964737553,3.841332049611247,200,4.461755471937138,4.098669955506185,5,3.939147376949004,6,False.
NV,188,788,977-9452,no,no,0,0.1777810149961833,5,3.6267415699077534,4.461643019922974,5,3.547626111614969,2.699129878780776,300,2.717304390187862,5.104897117862228,4,6.651744539963162,3,False.
AZ,180,659,362-8664,no,yes,800,5.055701115777917,1,5.496346586130444,5.830729824505322,1,4.356740936760025,4.921210429376818,350,3.932008983038579,4.507516892312545,7,5.008293361583226,7,False.
AZ,12,659,489-5366,yes,yes,700,10.067466667494472,2,4.754617599805929,3.191331281175493,1,8.838284355742452,6.349406445167915,200,6.478418425595374,4.8875382112707575,7,2.357477651102118,9,False.
OR,132,798,919-6754,no,yes,400,5.715645761147255,2,7.756784804366693,9.326906611828589,5,3.0212206213041357,4.259821836699111,300,4.480257962935943,6.741610545818165,5,8.072928115045984,3,False.
WY,21,878,557-7596,yes,yes,600,6.7298647290735,6,4.684636071264781,5.662594418308235,6,3.28599933429907,6.944008135301736,150,5.795600440366042,4.351141877561285,9,2.148976660702264,4,True.
OK,107,797,668-9438,no,yes,400,0.4611596075794058,4,3.8367258248375697,5.18843109098108,4,2.843916956053549,3.2289927294870444,300,2.882444298098899,5.227150826793934,5,5.155852783936974,4,False.
MD,4,776,720-7945,no,yes,200,6.5718395318379,2,6.696001437341834,4.437237555644579,4,4.120887204943697,3.1092166085673023,200,7.127160132142131,4.539904138157211,7,0.0337388017814044,7,True.
IL,37,737,180-6386,no,yes,300,8.431938200922199,1,8.089687603285242,8.94388740863301,2,6.752501557726143,5.195231770509104,300,3.0001402316375647,3.925115562641493,5,10.765319778629172,3,True.
FL,159,707,666-4286,no,no,0,6.69277228244984,3,7.213082829460792,6.552872443421247,7,4.576450266775685,6.498830213986913,250,4.452986284462179,3.818470418008947,4,6.677794544316675,3,False.
DE,175,686,149-8366,no,yes,900,7.510826315042644,2,3.635554599582761,2.901893590975136,3,8.074967015962443,5.257604883769039,150,5.030539687192962,5.468331719116378,7,5.0501280836078655,7,False.
MI,37,777,350-3855,yes,yes,300,9.143792671837064,2,7.476668129792864,8.212959316107389,3,5.51877458297305,4.480739902478782,250,5.865501697036484,3.988288999986063,7,5.355892948888877,5,True.
NC,125,786,758-8060,yes,no,0,7.364831620290008,2,4.443728993845921,3.4439530293579668,0,6.914081165830165,4.503470615223796,300,6.78182020513275,4.0490777782370255,7,0.2038861069130373,9,False.
WI,185,877,321-3037,no,no,0,4.2462287606944775,4,6.622966796889267,5.794860471438212,5,2.6097813385027178,2.935223728803804,250,6.06220279410978,4.030387962789541,6,0.4988644198044403,8,True.
ME,90,776,726-5040,no,no,0,2.843086411749556,4,4.835006406383152,5.405827107120088,11,0.1765043843292701,5.542562992776207,300,0.0643209649300144,5.007983141144913,2,9.87352253258272,0,False.
NM,49,787,274-4764,yes,no,0,5.801117491852768,6,1.8081920503674611,5.701460981474357,0,6.469122074952298,6.167198980628719,100,4.3803845262792125,4.625088449983416,6,7.358229738334296,3,True.
TX,65,848,456-3085,yes,no,0,11.569829164788867,7,4.54505798933975,7.523305092071196,0,8.861565073497925,5.058317362501838,50,6.604580002929756,3.8965455482661335,8,6.695827560510329,3,True.
CA,132,676,580-4583,yes,yes,900,9.095854459365516,0,6.639584879892384,6.4774813575608325,0,6.640395245412152,6.725137592224355,250,4.95775155034264,4.235689366256405,5,8.674256996945658,5,False.
DC,13,686,449-1300,yes,yes,800,0.7910966155910018,4,1.5699048886993174,3.299522945225478,0,3.898278850521187,1.990654737425856,400,3.4399737969698267,5.225829225028202,7,2.149363610311513,7,False.
CO,160,677,383-5420,yes,yes,900,2.947985646431025,2,1.9435700579053616,2.2101479536223163,3,6.600079891868633,4.510879836783002,250,2.0302370953835567,4.491628778432288,9,4.026370179556315,8,False.
ME,175,776,332-6871,yes,no,0,8.300567139202844,6,2.856594061410705,5.910682599645735,2,8.518384153045364,3.607925095454025,100,7.35049024920595,4.496332727982809,4,5.425624672037101,6,True.
HI,78,727,280-4686,no,no,0,3.017033902641636,3,3.461109844533693,5.087000804450506,0,2.208305326563587,2.9231644570722177,250,8.93827203583352,4.766189582243545,4,3.81840364738868,13,True.
NM,47,787,587-1918,yes,yes,800,1.432576808226191,4,2.682032676387322,3.3285790460218525,3,3.3566000341288555,2.715925532094236,350,1.1171917826297073,5.049982458799388,7,5.748654037528746,3,False.
MT,143,778,326-6881,no,yes,600,2.50942412173744,2,0.4380933184265378,0.0982698206847683,2,3.3801569509562803,3.3192111891657827,100,3.252811993338714,4.415025555731317,4,3.698662561467612,7,False.
GA,126,716,712-9380,no,yes,200,5.234813213948607,4,7.026320270232967,2.4771290412065854,7,4.228964419590198,4.764727756013491,150,6.12530997638213,6.303477757402511,4,0.5247559311376024,8,True.
MO,184,777,651-7244,no,yes,400,1.428327629952086,4,5.16767517509342,5.135215886206483,6,2.2423147732887827,2.5100147928227767,300,4.087636608449492,4.396114398544341,7,2.1150319630896863,5,False.
SD,103,836,120-5534,no,no,0,3.0697205337516404,2,1.6629527077796875,5.929688100305057,2,0.6224724386405089,3.431606141709939,200,2.0555618181459883,4.513022600137394,3,8.009348721389188,3,False.
WY,122,878,706-2725,yes,no,0,8.157533378987726,4,6.141034067465435,3.4383260029950318,4,5.42141238858046,5.029133289654,50,6.307048509865132,4.612564428166222,7,2.051670111886109,5,True.
DE,57,686,450-2209,no,yes,400,7.577089496797203,2,5.9509151324296425,6.90225376586551,3,5.26960401367011,5.663658472653053,300,6.435773309482284,5.258956658404744,5,4.744818533617735,5,False.
WV,192,878,619-3623,yes,no,0,8.95151123321183,5,10.41435519117817,5.666876397010085,10,5.120079929148615,4.833996263971553,150,5.196190384840307,5.8213075410374575,5,4.531392624946597,4,True.
AR,81,658,642-4185,yes,no,0,4.632944812456737,7,6.536892924095529,6.002855996736459,9,2.312722876475537,6.32132639349874,200,4.659497038446806,5.727707300262988,6,3.453088124818977,5,True.
CO,48,677,706-2360,yes,no,0,5.993166566752341,3,5.119557980897892,7.47694598939632,0,5.890255695863182,4.724791324836182,300,4.162854374203221,5.379847958785653,5,7.922236915144969,6,False.
MD,43,776,656-3136,no,yes,200,3.57157679458734,0,4.873253924037784,3.178287892116577,6,2.5148198222847884,8.349986161401386,150,3.622709050482217,4.807514248256775,5,4.460422256819363,4,False.
SC,31,836,234-9247,yes,no,0,4.337671954439136,5,5.64368826619218,7.321057951440495,6,4.321701597602978,5.34298648768656,300,3.890657354317661,4.488562713233544,3,8.47842382758095,2,False.
ND,123,786,845-9327,no,yes,600,0.5042714942342537,4,4.240901083163225,2.1059455911571234,4,3.085777115826996,0.6716727311950805,300,3.984797293811289,6.598427767691736,5,2.6991842355092146,5,False.
FL,102,707,498-2586,yes,yes,300,6.8869587565211,4,5.450731583782601,6.78414397897008,2,5.9694814558127245,4.771412461092623,200,5.304812724159096,3.900654293551969,4,6.056516071886884,5,True.
CA,68,676,340-6528,no,yes,800,4.921840470115443,3,5.542017222545585,1.669033496574841,5,5.490779061585148,5.385826667713249,400,3.97188182515482,4.535639067514863,9,0.0825664302694821,7,False.
IL,170,737,860-3346,no,yes,500,7.679775180533067,4,5.849863449650653,3.562592376818712,3,6.603685961307932,4.501959845908572,100,5.120230376290051,4.436422488434633,7,5.205630816648748,3,True.
AK,89,657,427-2950,yes,no,0,8.811833975637647,2,6.247925075983666,6.809844233197136,0,7.548904940701719,3.2720583792984548,200,6.077129530750256,5.0272353654744855,5,6.531798743904155,5,True.
UT,139,858,398-5309,no,yes,400,2.5236996111812693,2,3.329225022460545,4.620995947065106,0,4.160919726071362,2.1682966188221813,200,6.835358707990993,3.6429637370459584,3,1.62935642347774,10,True.
LA,68,766,657-4355,no,yes,100,1.4811491130163974,5,7.440935674264578,9.736183893944908,13,1.6191007859026323,2.116283610636777,400,3.3987096022630814,3.818872884238256,2,6.934354770520226,2,False.
IA,126,736,781-1585,no,no,0,8.53302065401447,2,6.262974085800824,4.691045406121431,1,6.548816523368451,3.57134875746671,250,7.018956641124318,5.330649819576486,7,1.7846924111216564,9,False.
CA,128,676,673-9598,yes,no,0,6.605379278405966,5,4.947987578886086,8.118672001160762,0,3.799546923574437,2.17251981145697,250,7.779475822295377,4.643112529507304,9,0.3753180171290973,8,True.
NE,130,786,371-4362,yes,yes,300,3.87888608113502,5,1.9544608618031905,5.424812839633252,5,0.9724001387549864,3.905020920521582,200,0.9504002184769584,3.953015952288424,2,9.17933191923526,2,False.
NE,61,786,736-7343,no,no,0,8.880555448913144,2,2.863319129736399,8.47136901675257,3,8.126228862786053,5.817573674944196,200,4.35226103717951,3.3379901707973225,7,9.640549167384636,3,True.
IL,56,737,636-3339,yes,no,0,8.167949930469433,1,9.82144617838967,5.759122383290094,9,3.86261278341591,7.631036208105872,200,3.819839559748237,5.342321589334016,4,8.582163880182621,2,False.
OH,170,797,760-5930,yes,yes,100,11.83583513990359,3,9.530641950015236,6.967019023053207,4,7.016592819269271,3.31747015427766,200,7.574950710886639,5.0706097607076615,7,3.012212995399225,5,True.
MT,47,778,194-3452,no,yes,300,10.660669541064795,4,5.793801985626177,7.874645255702253,3,6.350075585687584,5.1480348544400005,200,7.180937902072396,6.859363183742259,9,3.0950889425679584,3,True.
NY,65,788,418-2246,no,yes,200,6.171608597774607,2,8.821491509134809,6.816145096011792,6,4.641622257072825,4.568889905414934,250,3.982190140834256,4.586353731276165,3,6.7668617408900165,5,True.
AK,199,657,209-6399,no,no,0,1.8886572766577108,5,3.2920430535256973,2.0780572467316545,6,2.012784372377316,6.185571253140759,150,6.232640747080808,3.643884801938928,4,0.2508555893590642,7,True.
OH,150,797,155-2040,no,yes,300,9.116997168574873,5,7.604945209914296,5.8697666329212925,5,5.261558143082142,3.979898191528084,150,6.780750405994472,5.865936503106555,8,1.5060958025213926,6,True.
NM,168,787,366-5462,no,yes,100,10.98613888004908,3,7.8443713745110415,6.033296085784093,3,6.384149627253883,3.019161843660074,200,8.379479978310018,6.477624550623491,8,0.0842841761176176,6,True.
MS,53,778,184-8111,yes,yes,700,1.2029769699285726,2,1.2104705628020973,4.385186380005084,4,3.4304695695382934,1.3817218177535215,200,6.8695877977476165,3.535553155985998,5,1.0773046388824667,11,True.
OK,6,797,484-5565,yes,yes,700,3.944981624375133,6,2.8797367798833564,2.831342098908145,7,2.0006125195593416,1.6794863558378528,450,1.2814508911033209,4.429051699682984,7,3.025465910197882,4,False.
CO,22,677,995-3527,no,no,0,6.658794971784241,3,3.036286186295054,4.710954496734489,2,6.308353807622986,4.202892839396219,50,6.194778376258047,3.821381013750992,6,4.5215942359506425,6,True.
GA,196,716,331-4458,yes,yes,100,14.134989022205191,0,12.731935950456766,8.440455332768916,5,8.27687128733305,3.326772911020544,250,5.09746744306959,5.107124536050129,8,7.732297116071878,2,True.
AZ,169,659,633-2098,yes,no,0,1.6405039776382293,4,4.526922810934496,7.265961067042324,5,2.58265620209757,6.3313773195665615,250,2.053751709206994,5.183379848040726,4,9.363542788318997,4,True.
DC,20,686,200-6664,no,yes,600,5.333202138527106,3,3.840111127044477,5.245221275233867,0,5.78051965575509,4.146290415928638,200,5.979356635416355,5.205847453950779,4,5.756279426280125,6,False.
MS,40,778,965-9427,yes,yes,600,0.8268127296167798,1,2.80051786672592,0.1284291749478034,5,2.8370015265355564,6.978311671116115,350,2.7606310352989576,2.90833743857586,9,0.4393083004874771,6,False.
NE,195,786,411-9771,no,yes,300,7.526700560937034,4,4.3506045935303295,4.286264573987019,0,7.614681339640238,3.1120772271192445,100,7.235087321426659,5.53922497251585,4,3.968255413559552,7,True.
NH,144,787,252-9942,no,no,0,9.004955004440863,3,5.101586683006149,5.22880998882761,0,7.520259288540517,6.132815078951233,200,6.248505075474965,5.978538758081652,5,3.9597399663646207,8,False.
IA,30,736,361-7221,yes,yes,600,2.0118436278066456,5,2.5817707141830235,1.7178323276998104,3,5.55860794058135,4.328469496902991,200,3.9652535692993824,3.415192356449054,4,4.204719828190311,5,False.
ID,136,736,263-1838,no,yes,700,1.0153687695585152,5,1.5953283850896915,4.137443032781169,0,5.098848320985035,2.5623821141266827,300,3.463082521074436,5.184543390161014,7,3.985189664656591,6,False.
KY,27,758,561-7611,yes,yes,900,1.4975449105283103,1,1.3411329081428596,1.4912317145109784,4,5.627807785627838,0.8091152790326035,250,4.604214690318398,3.3075266320546777,8,1.603392923872061,8,False.
NC,110,786,813-1726,no,yes,300,7.48581935192245,2,7.615066591034402,5.286665354232447,4,5.4586562256742965,4.184660115589842,150,5.472568297049027,6.573488084760808,5,4.8712356138077375,5,True.
MS,193,778,186-1559,yes,no,0,6.332162706601968,2,7.25426012582496,7.978815806167819,5,3.0335127964326536,5.354838889839735,150,6.811448471610857,3.917015387080229,1,5.899886355110568,6,False.
KY,41,758,806-6533,yes,no,0,2.44640659073878,6,8.224622805200134,12.13312983723356,12,0.0601622283505705,3.5121395543250857,400,3.972532907239805,5.723183432156249,4,7.494398434325784,2,False.
NE,29,786,972-4391,yes,no,0,6.500784104134399,3,4.975429161331303,3.071936440711884,0,7.358372504123828,5.002592893532568,400,3.4376865041477256,6.527709903309313,11,1.617115693091827,8,False.
NC,121,786,576-5092,no,yes,600,7.514199919642618,3,3.7156362331676487,3.330332304099233,0,3.209314789526771,1.332852329613389,200,2.7924636998601517,6.158687427260962,3,1.3668094915990503,6,False.
NM,175,787,425-9634,no,yes,200,10.99587474155117,2,7.882164715001156,6.636378210496842,2,7.54103029166893,4.584653405086368,200,6.812032561585077,4.851338473311591,5,4.987892383815818,5,True.
MO,167,777,175-9948,yes,yes,500,2.7110349121741644,4,4.624290194888005,5.464129979288357,6,3.293767899818196,4.817358984005326,350,4.408041275821367,3.691549857633924,5,4.1110893627285305,5,False.
AK,34,657,669-1242,yes,no,0,6.600276557969828,3,6.058018400300435,3.809891831263751,0,5.455039636003757,0.3851549268807783,150,8.570495234402472,6.049713031833495,6,1.5732383752818064,10,True.
MN,184,777,341-3441,no,yes,200,0.6857550815910276,4,5.873107227771726,6.261505806127044,8,1.118448203986055,3.9982754879430416,250,3.175363346038959,4.430469400549757,4,4.933798772722692,5,False.
WA,85,876,890-9485,yes,yes,700,2.255859209551182,2,4.156348297241898,1.623380677209076,6,3.956215735403519,5.629570020267913,400,3.528592543019807,6.216137939763586,8,1.593218161398609,4,False.
SC,99,836,708-7846,no,no,0,5.290507230435293,5,3.155126284599384,6.857167355157326,1,5.90235150901129,5.596475324736835,200,6.03964405465458,6.142901489501089,2,5.707202824813527,7,True.
OK,171,797,683-2067,yes,yes,500,0.8598369889316437,2,2.926582124022123,2.4731859633762534,2,2.1632148133339983,2.490455287552847,250,3.2306495715239,4.04323864450411,7,2.144311697531495,6,False.
IA,72,736,400-4413,yes,no,0,9.240996060353552,1,8.639068130986267,5.406285906399461,4,6.7678852722368985,4.277261615550776,200,5.888304142512646,5.401780808925557,4,5.389916965095704,5,True.
NH,96,787,372-9506,yes,yes,200,11.385879153113931,2,7.579864889019354,6.763894507214578,2,8.290666634729693,5.942063819911471,100,4.877637616509542,3.74014725096397,5,8.882581070087443,2,True.
KY,56,758,207-9156,yes,no,0,3.94167077899539,5,1.0649057187081796,4.901499903238273,1,4.084951234207384,4.425692093061074,50,7.155534985442321,4.760493561908474,6,1.001938480204759,9,True.
IA,200,736,374-6293,yes,yes,600,3.960344979857785,4,4.439217898192871,7.237698699300552,3,2.182932419088925,4.259975975782012,250,5.661464189625204,4.44463032756481,8,1.9945840255678424,7,True.
RI,46,827,389-2014,yes,yes,700,3.204159729113587,4,3.0060133065607326,5.778901914456483,1,5.854105977874126,3.546997379880977,150,4.003358858726911,5.12174955354387,2,8.64971655799973,7,True.
NM,123,787,310-5552,no,no,0,5.417102630662663,4,4.17085706314836,6.238980016229566,2,3.983081320433953,4.488314467778958,200,5.787253585750829,5.457181878038462,8,2.775713172965554,6,True.
NJ,168,787,525-7696,no,yes,400,0.0029108563531714,5,3.9576082007938655,3.601465189114856,7,2.8894596415164657,2.573671949798761,350,3.853588985228937,5.344106645848653,5,2.9743810058532847,4,False.
GA,144,716,623-7663,no,no,0,0.6583152207945444,3,4.894566018889826,3.4244439503870936,7,1.914246293016716,3.950260299903091,450,3.822912481282766,4.001984939824158,7,1.1758931576310614,5,False.
AL,17,657,319-8643,yes,no,0,6.621073129126527,5,6.412161315220927,7.132451922437307,5,4.284495811546708,4.777130699406611,200,5.770832098275602,7.254987670508845,6,3.678469291562876,6,True.
GA,192,716,492-2685,no,yes,0,3.815014252985292,0,8.199730443238346,5.364785398074615,7,2.549856710628163,3.884363037273274,350,5.59044912005634,4.507824283649286,2,2.0589303637721974,8,True.
NV,152,788,805-1465,no,yes,100,1.891488366140052,6,4.173791703848064,4.226704452722629,8,3.3255310703320946,3.5802193661414434,300,5.589979286850852,4.404936058656386,4,1.6259878187915664,5,False.
MA,29,776,172-4071,yes,yes,500,6.732174665667538,6,4.494611327106068,8.098064996894735,1,4.926722697568752,3.0190802058577644,200,7.290012083818193,5.873534296539805,7,2.5641323571514816,7,True.
DE,97,686,579-8764,yes,yes,900,7.942706652718969,3,3.464289111436825,5.623646671621997,5,8.442519332856389,4.017490893626871,200,6.189469718262103,5.251249387112184,6,4.485820425371554,10,False.
AR,8,658,842-2067,no,yes,0,2.565467485974045,7,4.851785093910814,5.011368727698868,9,2.918366341522611,2.3376595415517243,250,7.10100784754968,5.9031081001747125,3,0.5874935865347162,5,False.
SC,102,836,594-5053,no,yes,300,8.29468302693924,4,4.64818848503552,5.555619381896931,0,7.229323178406712,3.5750861094467767,150,6.92606672176544,5.137806261174859,6,3.783520802645496,5,True.
RI,87,827,603-1194,no,no,0,6.283196079971014,3,7.072021634211497,4.348321097256704,5,5.82688221980906,4.75905834095237,200,5.920076213154899,4.423855479103806,1,5.268297740519838,6,True.
MN,70,777,149-2915,no,yes,300,10.993342496384969,4,6.858891093047363,7.959892862796484,1,7.718456963215258,3.227741136586392,200,6.720790686902383,8.131051784615204,8,5.211839508255906,4,True.
NJ,113,787,632-9920,no,yes,500,2.241365880600829,4,5.589530337403977,4.375796398657584,6,2.504460185188321,4.8256461862611,250,4.621045945258643,4.714020475696509,4,3.132831808527155,7,True.
DC,174,686,369-2253,yes,yes,500,4.5727455217268815,0,2.866747206846622,6.117151749895124,4,5.276878591416335,2.384193202921761,250,4.626989620416491,6.48991206420007,8,5.064105230013372,6,True.
NE,110,786,698-5955,no,no,0,5.516289188424243,2,4.206781863199504,6.508520352267848,2,5.814553124344716,3.2062277597335225,150,4.7292836177804505,4.7015002217602335,6,6.388120519949102,6,True.
CO,186,677,955-1313,no,yes,600,1.7523215957022948,7,3.131002016766338,7.095471660661021,3,2.2714428276377374,0.8266078431389206,400,3.668685774181868,4.546966750908787,4,5.119774901711289,6,False.
OK,66,797,199-1511,no,yes,400,13.38861711060918,4,5.368895597871202,7.470510593965472,1,9.87646975720537,4.727744074808159,100,6.766902154037646,5.728574634230375,9,6.709330471478239,3,True.
DC,126,686,289-8915,yes,no,0,7.153384038544287,1,6.162080989953497,5.938068428312981,2,5.045279127229547,5.459601078701103,300,5.893515469528552,4.239294557301409,6,4.4340143132644885,7,False.
CA,76,676,210-7388,no,no,0,3.493225592509912,5,4.565979475477158,4.803369034021664,3,4.659096224216825,2.115632491600083,400,7.024183044160562,5.059531482792332,4,1.2707581390449545,8,False.
IA,41,736,572-2883,no,yes,0,16.07060659616391,3,12.17417236521136,8.09160772616227,9,8.297620400131485,5.406542352487855,150,6.135542276680621,6.446047527503112,10,6.322497534889634,0,True.
GA,129,716,732-7843,yes,yes,600,4.971617100971553,6,3.395253622483944,5.310818034956762,1,5.304578901374343,4.9686557467008114,100,4.6979523366323335,4.316460425754372,5,5.818406721977892,5,True.
CO,158,677,569-7276,yes,no,0,6.870061689475972,2,3.0885672942019986,8.64750261821295,4,6.959369322893361,2.04315011059868,300,6.351496209852236,4.753234382102081,7,5.745025076831705,6,True.
MN,114,777,846-7686,yes,no,0,1.810281108859937,5,5.471538216514192,7.386045880851581,7,2.60972500874155,4.132291491799261,400,3.0704626226473315,5.226896438451855,5,6.597786286766674,3,False.
MD,87,776,744-8444,yes,no,0,0.8602045676342671,2,4.146018793575919,3.25435293961577,5,1.6321821168632438,3.991571471726744,250,2.058613796535922,4.913614580405286,6,4.289656368415768,5,False.
MA,4,776,160-5286,yes,no,0,0.3153024609717265,1,2.1570603487431583,1.6948033240485976,0,3.062809098420115,2.944618718908469,150,3.3771167812142826,4.9883037435474105,6,2.81229609720623,6,False.
WV,187,878,426-3924,no,no,0,3.0215237336249903,4,3.299562048048575,5.255627794153149,3,1.613302816941296,0.4687989729182051,350,1.46660253966124,4.754475051986708,6,6.091253881219535,4,False.
DE,45,686,403-1962,yes,no,0,5.5262058979821385,6,4.069958898394594,6.67937130063048,1,3.3936985417007186,2.251896746693018,150,8.086153683104534,3.8812003573042206,8,0.6500637480351825,8,True.
IL,174,737,168-8317,no,yes,300,6.982199859516115,4,6.4807745375627706,5.972648650528263,2,4.985330645477318,2.6290807660088653,200,7.308794268421167,4.135380906044993,6,0.9978871816526677,8,True.
AR,145,658,410-5499,yes,no,0,9.335074409590254,0,5.836897702823124,4.742156740004514,2,8.803146400528277,3.777307462977481,100,5.408091386419526,5.785856434530442,5,7.608357763174489,5,True.
CO,175,677,223-6598,no,no,0,3.579378082507744,5,4.49583162911478,8.260249381460827,4,1.7231368978986934,4.011491811726569,300,6.28942975643905,3.720274864405501,7,0.7634856244273083,8,True.
TX,54,848,906-8503,yes,yes,800,1.2952447309956838,2,2.5886490734630074,5.217278960046389,0,3.487908704493372,4.294056448910597,350,3.0339111007896644,5.46480064817305,7,5.043969783391022,6,False.
DE,144,686,806-4135,no,no,0,2.1438401057309195,7,4.828676039040095,4.511611360718009,8,4.037512997012041,2.672947746534457,200,5.35627197326883,5.808571838486525,1,5.45930195578907,3,False.
OR,190,798,265-1548,yes,yes,300,9.655296437878295,5,7.387480399654166,4.325983034144446,6,6.168826509320543,5.104205871825393,100,6.766801859675208,4.486157419933653,7,3.150520416224248,3,True.
PA,4,806,847-4671,no,no,0,7.172012901159194,3,3.362713642546816,5.106388995220559,1,7.093256100547843,5.209773537787568,100,4.857697444248794,3.9424836176828695,6,6.81828956376298,4,True.
AK,139,657,320-6650,yes,yes,300,8.096911858500613,6,5.2885784184676,4.532012547927013,4,4.674170346277047,5.270741006149208,50,7.562944539313565,4.018522040791224,7,0.3572296278560491,7,True.
